publication_id	user_id	title	description	pages	category	publication_date
2189	864	Publication 4 of alexey_ivanov_864	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	43	Art	2024-02-21
2190	865	Publication 1 of olga_sidorov_865	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	498	Art	2025-04-26
2191	865	Publication 2 of olga_sidorov_865	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	665	Technology	2023-07-22
2192	865	Publication 3 of olga_sidorov_865	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	756	Technology	2021-12-18
2193	865	Publication 4 of olga_sidorov_865	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	427	Technology	2024-09-30
2194	866	Publication 1 of daria_ivanov_866	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	507	Education	2021-05-17
2195	867	Publication 1 of alexey_morozov_867	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	415	Technology	2023-01-13
2196	867	Publication 2 of alexey_morozov_867	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	55	Technology	2024-02-21
2197	867	Publication 3 of alexey_morozov_867	"Description 3 line 1
Description 3 line 2"	21	Technology	2025-10-21
2198	867	Publication 4 of alexey_morozov_867	"Description 4 line 1
Description 4 line 2"	178	Science	2024-12-30
2199	868	Publication 1 of ivan_sidorov_868	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	592	History	2023-04-27
2200	868	Publication 2 of ivan_sidorov_868	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	411	Science	2023-08-18
2201	868	Publication 3 of ivan_sidorov_868	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	273	Art	2020-01-27
2202	869	Publication 1 of ivan_volkova_869	"Description 1 line 1
Description 1 line 2"	655	Education	2025-01-16
2203	869	Publication 2 of ivan_volkova_869	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	425	Technology	2024-07-31
2204	869	Publication 3 of ivan_volkova_869	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	399	Science	2024-09-17
2205	870	Publication 1 of anna_morozov_870	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	26	Technology	2021-08-23
2206	870	Publication 2 of anna_morozov_870	"Description 2 line 1
Description 2 line 2"	82	Art	2022-07-29
2207	870	Publication 3 of anna_morozov_870	"Description 3 line 1
Description 3 line 2"	461	Technology	2022-08-03
2208	870	Publication 4 of anna_morozov_870	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	518	Science	2025-04-13
2209	871	Publication 1 of alexey_sokolova_871	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	324	History	2020-09-14
2210	871	Publication 2 of alexey_sokolova_871	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	228	Science	2025-01-20
2211	872	Publication 1 of sergey_ivanov_872	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	407	Science	2025-05-23
2212	873	Publication 1 of elena_sokolova_873	"Description 1 line 1
Description 1 line 2"	565	Art	2025-08-03
2213	873	Publication 2 of elena_sokolova_873	"Description 2 line 1
Description 2 line 2"	587	Technology	2025-05-18
2214	873	Publication 3 of elena_sokolova_873	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	452	History	2025-04-06
2215	873	Publication 4 of elena_sokolova_873	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	227	Business	2025-05-16
2216	874	Publication 1 of maria_kuznetsov_874	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	642	Education	2022-10-12
2217	874	Publication 2 of maria_kuznetsov_874	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	239	Business	2022-03-08
2218	874	Publication 3 of maria_kuznetsov_874	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	712	Technology	2023-11-18
2219	875	Publication 1 of ivan_petrova_875	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	151	Technology	2025-12-25
2220	875	Publication 2 of ivan_petrova_875	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	349	Art	2025-05-02
2221	876	Publication 1 of nikita_sidorov_876	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	817	Art	2023-07-16
2222	876	Publication 2 of nikita_sidorov_876	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	650	Business	2021-05-27
2223	876	Publication 3 of nikita_sidorov_876	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	488	Technology	2020-05-01
2224	877	Publication 1 of alexey_ivanov_877	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	826	Science	2022-08-30
2225	877	Publication 2 of alexey_ivanov_877	"Description 2 line 1
Description 2 line 2"	665	History	2024-05-20
2226	877	Publication 3 of alexey_ivanov_877	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	517	Art	2024-03-04
2227	877	Publication 4 of alexey_ivanov_877	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	151	Art	2022-08-10
2228	878	Publication 1 of olga_ivanov_878	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	283	Art	2021-10-25
2229	878	Publication 2 of olga_ivanov_878	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	776	Education	2024-01-31
2230	878	Publication 3 of olga_ivanov_878	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	843	Art	2025-06-13
2231	878	Publication 4 of olga_ivanov_878	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	231	Technology	2020-10-29
2232	879	Publication 1 of maria_morozov_879	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	243	Art	2025-08-11
2233	879	Publication 2 of maria_morozov_879	"Description 2 line 1
Description 2 line 2"	196	Business	2019-08-25
2234	880	Publication 1 of olga_sidorov_880	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	742	History	2025-06-23
2235	880	Publication 2 of olga_sidorov_880	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	471	Education	2026-01-18
2236	880	Publication 3 of olga_sidorov_880	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	683	Education	2025-12-27
2237	880	Publication 4 of olga_sidorov_880	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	544	Science	2025-06-13
2238	881	Publication 1 of pavel_kuznetsov_881	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	537	History	2025-08-19
2239	881	Publication 2 of pavel_kuznetsov_881	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	167	Technology	2025-10-29
2240	881	Publication 3 of pavel_kuznetsov_881	"Description 3 line 1
Description 3 line 2"	869	Education	2025-10-04
2241	881	Publication 4 of pavel_kuznetsov_881	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	340	Art	2025-04-15
2242	882	Publication 1 of alexey_morozov_882	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	270	History	2023-07-07
2243	882	Publication 2 of alexey_morozov_882	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	355	Education	2024-02-14
2244	882	Publication 3 of alexey_morozov_882	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	342	Science	2024-01-12
2245	882	Publication 4 of alexey_morozov_882	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	80	Education	2022-07-27
2246	883	Publication 1 of ivan_sidorov_883	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	208	Science	2020-06-13
2247	883	Publication 2 of ivan_sidorov_883	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	72	Technology	2023-08-09
2248	883	Publication 3 of ivan_sidorov_883	"Description 3 line 1
Description 3 line 2"	633	Art	2020-10-07
2249	883	Publication 4 of ivan_sidorov_883	"Description 4 line 1
Description 4 line 2"	607	History	2021-01-13
2250	884	Publication 1 of sergey_sokolova_884	"Description 1 line 1
Description 1 line 2"	224	Art	2024-05-27
2251	884	Publication 2 of sergey_sokolova_884	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	781	History	2024-07-20
2252	884	Publication 3 of sergey_sokolova_884	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	596	Art	2025-07-26
2253	885	Publication 1 of elena_ivanov_885	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	350	Education	2025-08-12
2254	886	Publication 1 of sergey_smirnova_886	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	634	Art	2020-10-20
2255	886	Publication 2 of sergey_smirnova_886	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	713	Education	2020-12-30
2256	887	Publication 1 of alexey_sidorov_887	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	41	Business	2025-06-29
2257	887	Publication 2 of alexey_sidorov_887	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	440	History	2025-03-11
2258	887	Publication 3 of alexey_sidorov_887	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	682	Business	2023-03-25
2259	887	Publication 4 of alexey_sidorov_887	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	104	Education	2025-05-29
2260	888	Publication 1 of alexey_sidorov_888	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	481	Business	2023-06-16
2261	888	Publication 2 of alexey_sidorov_888	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	649	Education	2021-04-06
2262	888	Publication 3 of alexey_sidorov_888	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	705	Education	2019-12-12
2263	889	Publication 1 of nikita_kuznetsov_889	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	440	History	2024-03-26
2264	889	Publication 2 of nikita_kuznetsov_889	"Description 2 line 1
Description 2 line 2"	873	History	2024-12-16
2265	889	Publication 3 of nikita_kuznetsov_889	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	626	Science	2024-09-01
2266	889	Publication 4 of nikita_kuznetsov_889	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	527	Art	2025-08-23
2267	890	Publication 1 of pavel_ivanov_890	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	253	Education	2022-08-29
2268	890	Publication 2 of pavel_ivanov_890	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	127	Business	2022-08-31
2269	890	Publication 3 of pavel_ivanov_890	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	590	Business	2025-09-05
2270	890	Publication 4 of pavel_ivanov_890	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	407	Business	2024-03-30
2271	891	Publication 1 of ivan_petrova_891	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	576	Education	2025-10-18
2272	891	Publication 2 of ivan_petrova_891	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	687	Art	2024-05-24
2273	892	Publication 1 of pavel_volkova_892	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	462	Technology	2025-04-19
2274	892	Publication 2 of pavel_volkova_892	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	347	Art	2023-04-15
2275	892	Publication 3 of pavel_volkova_892	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	669	Science	2022-12-16
2276	893	Publication 1 of pavel_kuznetsov_893	"Description 1 line 1
Description 1 line 2"	328	Science	2022-11-20
2277	894	Publication 1 of anna_sidorov_894	"Description 1 line 1
Description 1 line 2"	771	Science	2025-07-18
2278	895	Publication 1 of elena_sokolova_895	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	279	History	2025-10-05
2279	895	Publication 2 of elena_sokolova_895	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	233	Technology	2023-11-26
2280	896	Publication 1 of sergey_smirnova_896	"Description 1 line 1
Description 1 line 2"	531	History	2024-01-13
2281	896	Publication 2 of sergey_smirnova_896	"Description 2 line 1
Description 2 line 2"	349	Education	2025-02-12
2282	896	Publication 3 of sergey_smirnova_896	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	102	History	2024-01-18
2283	896	Publication 4 of sergey_smirnova_896	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	651	Business	2024-01-27
2284	897	Publication 1 of daria_morozov_897	"Description 1 line 1
Description 1 line 2"	363	Business	2024-11-13
2285	897	Publication 2 of daria_morozov_897	"Description 2 line 1
Description 2 line 2"	462	Science	2025-03-26
2286	897	Publication 3 of daria_morozov_897	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	179	Science	2025-02-13
2287	898	Publication 1 of elena_petrova_898	"Description 1 line 1
Description 1 line 2"	732	Education	2025-08-19
2288	898	Publication 2 of elena_petrova_898	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	558	History	2022-08-24
2289	899	Publication 1 of pavel_ivanov_899	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	480	Science	2025-12-26
2290	900	Publication 1 of daria_morozov_900	"Description 1 line 1
Description 1 line 2"	147	Technology	2022-06-09
2291	900	Publication 2 of daria_morozov_900	"Description 2 line 1
Description 2 line 2"	84	Technology	2019-07-08
2292	900	Publication 3 of daria_morozov_900	"Description 3 line 1
Description 3 line 2"	106	History	2022-12-04
2293	901	Publication 1 of olga_kuznetsov_901	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	226	Technology	2024-03-04
2294	901	Publication 2 of olga_kuznetsov_901	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	321	History	2024-06-28
2295	901	Publication 3 of olga_kuznetsov_901	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	262	History	2024-07-19
2296	902	Publication 1 of anna_volkova_902	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	632	Science	2025-09-16
2297	902	Publication 2 of anna_volkova_902	"Description 2 line 1
Description 2 line 2"	193	Business	2025-03-31
2298	902	Publication 3 of anna_volkova_902	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	709	Art	2025-09-05
2299	903	Publication 1 of olga_smirnova_903	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	292	History	2020-09-17
2300	903	Publication 2 of olga_smirnova_903	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	713	History	2025-10-23
2301	903	Publication 3 of olga_smirnova_903	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	613	Art	2021-04-15
2302	903	Publication 4 of olga_smirnova_903	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	714	Science	2020-05-28
2303	904	Publication 1 of maria_smirnova_904	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	63	Business	2024-09-30
2304	904	Publication 2 of maria_smirnova_904	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	259	Science	2025-01-14
2305	904	Publication 3 of maria_smirnova_904	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	104	Science	2024-06-06
2306	904	Publication 4 of maria_smirnova_904	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	184	Business	2024-04-04
2307	905	Publication 1 of sergey_petrova_905	"Description 1 line 1
Description 1 line 2"	156	History	2025-05-22
2308	906	Publication 1 of pavel_petrova_906	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	353	Business	2021-01-08
2309	906	Publication 2 of pavel_petrova_906	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	305	Business	2024-10-29
2310	907	Publication 1 of ivan_morozov_907	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	337	Business	2024-04-08
2311	908	Publication 1 of anna_morozov_908	"Description 1 line 1
Description 1 line 2"	42	Art	2021-07-10
2312	908	Publication 2 of anna_morozov_908	"Description 2 line 1
Description 2 line 2"	107	Business	2022-02-07
2313	909	Publication 1 of anna_petrova_909	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	243	Business	2022-01-16
2314	909	Publication 2 of anna_petrova_909	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	172	Technology	2021-11-05
2315	909	Publication 3 of anna_petrova_909	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	200	Education	2024-12-24
2316	910	Publication 1 of elena_sokolova_910	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	263	History	2024-08-07
2317	910	Publication 2 of elena_sokolova_910	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	860	Technology	2023-02-22
2318	910	Publication 3 of elena_sokolova_910	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	586	Science	2022-01-19
2319	911	Publication 1 of olga_volkova_911	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	265	History	2026-01-15
2320	912	Publication 1 of maria_sokolova_912	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	140	Business	2023-09-22
2321	912	Publication 2 of maria_sokolova_912	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	314	Science	2025-08-25
2322	912	Publication 3 of maria_sokolova_912	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	341	Art	2024-04-25
2323	913	Publication 1 of daria_volkova_913	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	758	Education	2025-02-15
2324	914	Publication 1 of elena_smirnova_914	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	891	Technology	2025-05-28
2325	915	Publication 1 of anna_morozov_915	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	33	History	2025-06-24
2326	915	Publication 2 of anna_morozov_915	"Description 2 line 1
Description 2 line 2"	290	Education	2025-08-24
2327	915	Publication 3 of anna_morozov_915	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	597	Technology	2025-12-12
2328	915	Publication 4 of anna_morozov_915	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	812	Technology	2025-07-09
2329	916	Publication 1 of daria_sidorov_916	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	362	History	2026-01-06
2330	916	Publication 2 of daria_sidorov_916	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	776	Education	2025-06-29
2331	917	Publication 1 of ivan_smirnova_917	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	745	Art	2024-09-23
2332	918	Publication 1 of daria_sokolova_918	"Description 1 line 1
Description 1 line 2"	408	Science	2020-09-25
2333	918	Publication 2 of daria_sokolova_918	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	591	Education	2020-03-10
2334	919	Publication 1 of anna_smirnova_919	"Description 1 line 1
Description 1 line 2"	298	Science	2021-10-21
2335	919	Publication 2 of anna_smirnova_919	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	48	Science	2025-03-23
2336	919	Publication 3 of anna_smirnova_919	"Description 3 line 1
Description 3 line 2"	878	Art	2022-01-02
2337	920	Publication 1 of ivan_sidorov_920	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	157	Science	2024-08-19
2338	920	Publication 2 of ivan_sidorov_920	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	169	Science	2024-11-11
2339	920	Publication 3 of ivan_sidorov_920	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	589	Business	2024-11-20
2340	920	Publication 4 of ivan_sidorov_920	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	816	History	2024-07-27
2341	921	Publication 1 of sergey_petrova_921	"Description 1 line 1
Description 1 line 2"	175	Education	2019-09-12
2342	921	Publication 2 of sergey_petrova_921	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	104	Science	2025-09-29
2343	921	Publication 3 of sergey_petrova_921	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	456	History	2020-12-31
2344	922	Publication 1 of maria_morozov_922	"Description 1 line 1
Description 1 line 2"	662	History	2025-07-24
2345	922	Publication 2 of maria_morozov_922	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	131	Art	2025-03-17
2346	923	Publication 1 of pavel_petrova_923	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	355	Technology	2025-01-19
2347	924	Publication 1 of sergey_kuznetsov_924	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	543	Education	2021-03-13
2348	924	Publication 2 of sergey_kuznetsov_924	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	69	Science	2022-01-18
2349	924	Publication 3 of sergey_kuznetsov_924	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	453	History	2022-03-01
2350	925	Publication 1 of pavel_volkova_925	"Description 1 line 1
Description 1 line 2"	476	Technology	2026-01-18
2351	925	Publication 2 of pavel_volkova_925	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	401	Science	2024-10-02
2352	926	Publication 1 of anna_kuznetsov_926	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	806	Science	2021-02-08
2353	926	Publication 2 of anna_kuznetsov_926	"Description 2 line 1
Description 2 line 2"	663	History	2025-12-29
2354	927	Publication 1 of maria_petrova_927	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	821	Business	2019-08-10
2355	927	Publication 2 of maria_petrova_927	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	195	Technology	2021-04-30
2356	928	Publication 1 of alexey_kuznetsov_928	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	629	Science	2023-09-03
2357	928	Publication 2 of alexey_kuznetsov_928	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	693	Science	2022-12-11
2358	929	Publication 1 of pavel_volkova_929	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	546	Technology	2019-09-20
2359	929	Publication 2 of pavel_volkova_929	"Description 2 line 1
Description 2 line 2"	34	Art	2019-12-17
2360	930	Publication 1 of nikita_smirnova_930	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	760	Business	2020-04-13
2361	930	Publication 2 of nikita_smirnova_930	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	33	History	2020-04-23
2362	930	Publication 3 of nikita_smirnova_930	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	485	Education	2021-05-10
2363	931	Publication 1 of olga_petrova_931	"Description 1 line 1
Description 1 line 2"	336	Art	2025-08-02
2364	931	Publication 2 of olga_petrova_931	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	724	Science	2025-10-18
2365	931	Publication 3 of olga_petrova_931	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	590	Business	2025-10-16
2366	931	Publication 4 of olga_petrova_931	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	25	History	2025-06-11
2367	932	Publication 1 of nikita_morozov_932	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	335	Technology	2024-12-08
2368	932	Publication 2 of nikita_morozov_932	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	611	Education	2023-03-10
2369	932	Publication 3 of nikita_morozov_932	"Description 3 line 1
Description 3 line 2"	534	Art	2021-01-09
2370	932	Publication 4 of nikita_morozov_932	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	318	History	2021-10-15
2371	933	Publication 1 of nikita_ivanov_933	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	318	Education	2022-07-06
2372	933	Publication 2 of nikita_ivanov_933	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	91	History	2021-03-10
2373	934	Publication 1 of nikita_volkova_934	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	586	History	2024-04-20
2374	935	Publication 1 of nikita_sokolova_935	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	377	Technology	2021-12-03
2375	935	Publication 2 of nikita_sokolova_935	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	547	History	2025-11-25
2376	936	Publication 1 of olga_morozov_936	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	312	Technology	2021-10-30
2377	936	Publication 2 of olga_morozov_936	"Description 2 line 1
Description 2 line 2"	427	History	2021-08-13
2378	936	Publication 3 of olga_morozov_936	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	710	Technology	2022-01-16
2379	936	Publication 4 of olga_morozov_936	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	139	Art	2022-01-13
2380	937	Publication 1 of anna_smirnova_937	"Description 1 line 1
Description 1 line 2"	118	Education	2023-02-23
2381	938	Publication 1 of nikita_smirnova_938	"Description 1 line 1
Description 1 line 2"	69	Business	2025-08-15
2382	939	Publication 1 of nikita_morozov_939	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	372	Education	2024-02-19
2383	939	Publication 2 of nikita_morozov_939	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	603	Education	2023-12-17
2384	940	Publication 1 of ivan_kuznetsov_940	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	306	History	2021-05-13
2385	940	Publication 2 of ivan_kuznetsov_940	"Description 2 line 1
Description 2 line 2"	639	Art	2023-08-31
2386	941	Publication 1 of elena_petrova_941	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	673	History	2025-10-24
2387	941	Publication 2 of elena_petrova_941	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	577	Science	2025-07-24
2388	941	Publication 3 of elena_petrova_941	"Description 3 line 1
Description 3 line 2"	826	Business	2026-01-02
2389	941	Publication 4 of elena_petrova_941	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	145	Technology	2025-12-13
2390	942	Publication 1 of sergey_sokolova_942	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	136	Education	2025-11-17
